title,type,genres,releaseyear,averagerating,votes
Spider-Man: Homecoming,movie,"{Drama, Sport}",2020,5.9,1862
Florence Foster Jenkins,movie,"{Biography, Crime, Drama}",2015,7.1,201329
Ghost in the Shell,movie,{Documentary},2007,6.5,449
Why Me?,movie,"{Adventure, Animation, Comedy}",2014,5.7,252
Larry Kramer in Love and Anger,movie,"{Biography, Comedy, Crime}",2016,7.1,268107
Mundo Bita - Bita e as Brincadeiras,movie,"{Action, Adventure, Animation}",2015,5.4,901
Batman vs. Robin,movie,"{Action, Drama, History}",2015,6.2,46315
Concussion,movie,"{Biography, Drama, History}",2015,6.6,20026
A Perfect Day,movie,"{Drama, Fantasy, Horror}",2015,7,316093
Lost in Munich,movie,"{Biography, Documentary}",2006,7.5,249
Nine Lives,movie,{Documentary},2007,,
Lego DC Comics Super Heroes: Justice League vs. Bizarro League,movie,"{Biography, Drama, History}",2016,6.3,10199
Seashore,movie,"{Action, Adventure, Fantasy}",2016,5.9,150941
Justice League: Gods and Monsters,movie,"{Animation, Short}",2021,7.3,218
The Boss,movie,"{Adventure, Animation, Comedy}",2014,5.4,1250
Deep Love,movie,"{Biography, Crime, Drama}",2015,8.1,509898
Sleepless,movie,"{Animation, Family, Mystery}",2013,6.3,593
Jason Bourne,movie,"{Comedy, Mystery}",2014,6.1,300
Hacksaw Ridge,movie,"{Action, Adventure, Sci-Fi}",2017,7.4,738405
The Lego Batman Movie,movie,"{Biography, Comedy, Drama}",2016,6.8,60381
Spider-Man: Into the Spider-Verse,movie,"{Action, Crime, Drama}",2017,6.3,230991
Neighbors 2: Sorority Rising,movie,"{Drama, Thriller}",2015,7.5,2771
The Hollars,movie,"{Biography, Documentary, History}",2015,7.7,323
Batman Unlimited: Animal Instincts,movie,{},2014,,
The Secret Life of Pets,movie,"{Action, Adventure, Animation}",2015,7.1,26359
London Road,movie,"{Biography, Drama, Sport}",2015,7.1,101703
The Lady in the Van,movie,"{Comedy, Drama, War}",2015,6.8,23832
"Its Me, Hilary: The Man Who Drew Eloise",movie,"{Comedy, Drama}",2015,6.7,646
Humanist Vampire Seeking Consenting Suicidal Person,movie,"{Comedy, Drama, Family}",2016,5.3,24765
Eiffel,movie,"{Action, Adventure, Animation}",2015,5.8,2222
The Book of Henry,movie,"{Drama, Romance}",2015,6,2635
Injustice,movie,"{Action, Adventure, Animation}",2015,7,17128
Dirty Clothes Are Washed at Home,movie,{Comedy},2016,5.4,49368
Susie Searches,movie,{Documentary},2013,7.9,57
Nelly Rapp: Monster Agent,movie,"{Action, Thriller}",2017,5.6,35085
"Three Billboards Outside Ebbing, Missouri",movie,"{Action, Thriller}",2016,6.6,246461
The Garfield Movie,movie,"{Biography, Drama, History}",2016,8.1,615813
Gekijôban Shingeki no Kyojin Kôhen: Jiyû no tsubasa,movie,"{Action, Adventure, Animation}",2017,7.3,177905
Four Hours at the Capitol,movie,"{Action, Adventure, Animation}",2018,8.4,699695
Unforgettable,movie,{Comedy},2016,5.7,132421
Bessie,movie,"{Comedy, Drama, Romance}",2016,6.6,14752
Bullet Train,movie,"{Action, Adventure, Animation}",2015,5.7,3517
Midwives,movie,"{Adventure, Animation, Comedy}",2016,6.5,222287
Jurassic World Dominion,movie,"{Crime, Drama, Musical}",2015,5.2,2246
The Blackening,movie,"{Biography, Comedy, Drama}",2015,6.7,32912
Justice Society: World War II,movie,"{Documentary, Short}",2015,6.3,149
Justice League: Crisis on Infinite Earths - Part One,movie,"{Comedy, Drama, Fantasy}",2023,7,5245
Reality,movie,"{Biography, Drama, History}",2021,6.2,8025
Fantastic Beasts: The Secrets of Dumbledore,movie,"{Crime, Drama, Thriller}",2017,6.6,29824
Song to Song,movie,"{Action, Adventure, Animation}",2021,6.4,16662
Requirements to Be a Normal Person,movie,{Comedy},2021,5,139
Storks,movie,"{Comedy, Drama, Mystery}",2022,5.9,1028
Mary Shelley,movie,"{Adventure, Comedy, Family}",2020,5.8,727
A Star Is Born,movie,"{Comedy, Crime, Drama}",2017,8.1,567742
Living with Lincoln,movie,"{Adventure, Animation, Comedy}",2024,5.7,20305
Julieta,movie,"{Action, Animation, Fantasy}",2015,7.9,3880
Rape in a Small Town: The Florence Holway Story,movie,"{Crime, Documentary}",2021,7.5,4022
Skinheads USA: Soldiers of the Race War,movie,"{Drama, Thriller}",2017,5.1,16942
Eye in the Sky,movie,"{Biography, Drama, Music}",2015,6.7,4854
10 Cloverfield Lane,movie,"{Action, Comedy, Thriller}",2022,7.3,467075
Thought Crimes: The Case of the Cannibal Cop,movie,{Drama},2023,7.1,367
Ghost in the Shell: The New Movie,movie,"{Action, Adventure, Sci-Fi}",2022,5.6,215146
Lion,movie,"{Comedy, Horror, Mystery}",2022,6,20892
Swing,movie,"{Action, Adventure, Animation}",2021,6.4,9536
Blind Date,movie,"{Action, Adventure, Animation}",2024,6.2,7373
The Nut Job 2: Nutty by Nature,movie,{Drama},2023,6.7,23750
Uncharted,movie,"{Adventure, Family, Fantasy}",2022,6.2,177599
Ouija: Origin of Evil,movie,"{Drama, Music, Romance}",2017,5.6,22977
Venom,movie,"{Comedy, Romance}",2015,6.4,3032
Blade Runner 2049,movie,"{Adventure, Animation, Comedy}",2016,6.8,68816
Son of Saul,movie,"{Biography, Drama, History}",2017,6.4,18157
Doidas e Santas,movie,"{Drama, Music, Romance}",2018,7.6,428665
We Are Pregnant,movie,{Documentary},2015,7.5,382
American Made,movie,"{Drama, Mystery, Romance}",2016,7.1,34319
S.O.S. Women to the Sea 2,movie,{Documentary},2004,7.3,142
Southern Rites,movie,{Documentary},1993,6.3,429
The Little Man,movie,"{Action, Drama, Thriller}",2015,7.3,92981
Fantastic Beasts: The Crimes of Grindelwald,movie,"{Drama, Horror, Mystery}",2016,7.2,363988
Zombieland: Double Tap,movie,"{Crime, Documentary}",2015,6.3,1965
Baywatch,movie,"{Action, Animation, Sci-Fi}",2015,6.6,4180
Valerian and the City of a Thousand Planets,movie,"{Biography, Drama}",2016,8,255375
Gringo,movie,"{Comedy, Drama, Music}",2014,6,577
American Honey,movie,"{Comedy, Romance}",2015,6.6,7225
Nocturnal Animals,movie,"{Adventure, Animation, Comedy}",2017,5.5,7429
Dark Crimes,movie,"{Action, Adventure}",2022,6.3,270873
Scooby-Doo! and the Beach Beastie,movie,"{Drama, Horror, Mystery}",2016,6.2,77217
Atomic Blonde,movie,"{Action, Adventure, Sci-Fi}",2018,6.6,558653
Ingrid Bergman: In Her Own Words,movie,"{Action, Drama, Mystery}",2017,8,689801
Fifty Shades Darker,movie,"{Drama, War}",2015,7.4,52615
Arabian Nights: Volume 2 - The Desolate One,movie,"{Comedy, Drama, Romance}",2016,4.6,70
Arabian Nights: Volume 3 - The Enchanted One,movie,"{Comedy, Romance}",2016,5.4,1680
Leap!,movie,"{Action, Comedy, Crime}",2017,7.1,214568
Batman Unlimited: Monster Mayhem,movie,{Comedy},2015,5.4,383
Requiem for the Dead: American Spring 2014,movie,{Documentary},2015,6.6,520
Jack Reacher: Never Go Back,movie,"{Comedy, Family, Fantasy}",2015,7.6,78
Kingsman: The Golden Circle,movie,"{Adventure, Family, Fantasy}",2018,6.5,315039
Tom and Jerry: Spy Quest,movie,"{Action, Comedy, Horror}",2019,6.7,210097
Bucharest Non Stop,movie,"{Biography, Drama}",2016,6.9,17200
Hostage,movie,"{Action, Comedy, Crime}",2017,5.5,206545
The Equalizer 2,movie,"{Action, Adventure, Fantasy}",2017,6.4,200526
Lights Out,movie,"{Action, Comedy, Crime}",2018,6.1,32646
The House,movie,"{Adventure, Drama, Romance}",2016,7,47508
Collateral Beauty,movie,"{Drama, Thriller}",2016,7.5,320754
Fist Fight,movie,"{Crime, Drama, Mystery}",2016,4.6,20410
The Meg,movie,"{Adventure, Animation, Comedy}",2015,6.8,519
3 Idiots,movie,"{Action, Thriller}",2017,6.7,211061
It,movie,"{Biography, Documentary}",2015,7.4,2541
The Magic Mountain,movie,"{Drama, Mystery, Romance}",2017,4.6,114418
A United Kingdom,movie,"{Drama, Romance}",2015,7,1621
All the Way,movie,{Drama},2015,6.4,1318
Mile 22,movie,"{Adventure, Animation, Comedy}",2016,6.8,24968
Scooby-Doo! And Kiss: Rock and Roll Mystery,movie,"{Action, Adventure, Animation}",2015,5.6,3207
The Squad,movie,{Documentary},2015,7.2,207
Confirmation,movie,"{Action, Crime, Drama}",2016,6.2,181387
Spanish Affair 2,movie,"{Action, Adventure, Comedy}",2017,6.7,375102
Through the Shadow,movie,"{Action, Adventure, Animation}",2015,6,1239
Walk with Me,movie,"{Comedy, Drama}",2015,7.3,2198
Looney Tunes: Rabbits Run,movie,"{Comedy, Drama, History}",2014,6.5,177
Doraemon: Nobita no Uchû Eiyûki,movie,"{Action, Crime, Thriller}",2018,6.7,206694
Jurassic World: Fallen Kingdom,movie,"{Horror, Mystery}",2016,6.3,145458
To Steal from a Thief,movie,"{Comedy, Crime}",2017,5.6,47806
Mothers Day,movie,"{Drama, Romance}",2016,6.8,106216
Mission: Impossible - Fallout,movie,{Comedy},2017,5.6,46410
Toe Tag Parole: To Live and Die on Yard A,movie,"{Action, Horror, Sci-Fi}",2018,5.7,213410
Jumanji: Welcome to the Jungle,movie,{Comedy},2017,4.4,1571
Lego DC Super Heroes: Justice League - Attack of the Legion of Doom!,movie,{Horror},2017,7.3,628038
Pitch Perfect 3,movie,"{Animation, Biography, Documentary}",2015,7,153
Regular Show: The Movie,movie,"{Biography, Drama, History}",2016,6.9,17176
Hard Times at Douglass High: A No Child Left Behind Report Card,movie,"{Biography, Drama, History}",2016,7.3,15495
Suburra,movie,"{Action, Thriller}",2018,6.1,88565
Everything Is Copy,movie,"{Adventure, Animation, Comedy}",2015,6.4,3138
Après lhiver,movie,"{Action, Drama}",2015,5.7,4375
Barbie & Her Sisters in the Great Puppy Adventure,movie,"{Biography, Drama, History}",2016,6.8,5685
Faithless Games,movie,"{Comedy, Romance}",2015,5.3,8062
San Francisco 2.0,movie,"{Horror, Thriller}",2015,5,297
The Miracle of Tekir,movie,"{Drama, Romance, War}",2016,6.5,437
Family Film,movie,"{Adventure, Animation, Comedy}",2015,5.7,1187
The Leisure Class,movie,"{Action, Adventure, Animation}",2015,6.5,951
Guernica,movie,"{Action, Adventure, Sci-Fi}",2018,6.1,352183
The Wizard of Lies,movie,"{Adventure, Crime, Drama}",2016,6.2,7458
John From,movie,"{Comedy, Drama, Romance}",2016,5.6,40675
O Amor É Lindo... Porque Sim!,movie,"{Action, Adventure, Thriller}",2018,7.7,386473
Chemo,movie,{Documentary},2015,6.5,151
The Space Between Us,movie,"{Action, Adventure, Comedy}",2017,7,464136
Batman: Bad Blood,movie,"{Action, Adventure, Animation}",2015,6.2,1906
Kareem: Minority of One,movie,"{Comedy, Music}",2017,5.8,73436
The Wild Life,movie,"{Action, Adventure, Animation}",2015,7.4,6479
A Girl in the River: The Price of Forgiveness,movie,{Documentary},2008,7.1,32
Judgment,movie,"{Action, Crime, Drama}",2015,7.4,22233
The Tale,movie,"{Biography, Documentary}",2015,7.4,1170
The Sense of Wonder,movie,"{Documentary, Family}",2015,,
Orizont,movie,"{Adventure, Animation, Family}",2015,6.1,952
Lego Scooby-Doo! Knight Time Terror,movie,{Drama},2003,6.7,92
"Kiki, Love to Love",movie,{Documentary},2015,6.9,431
The Strangers: Prey at Night,movie,"{Drama, Mystery}",2015,5.9,224
Hunt for the Wilderpeople,movie,{Drama},2015,6.3,450
Looking,movie,{Comedy},2015,3.9,2015
Your Name.,movie,"{Drama, History, Romance}",2016,5.8,2535
Refrigerantes e Canções de Amor,movie,"{Biography, Crime, Drama}",2017,6.8,29567
Godzilla: King of the Monsters,movie,{Drama},2015,6.4,567
One Piece Film: Gold,movie,{Comedy},2016,5.2,182
Sieranevada,movie,"{Comedy, Drama}",2015,5.8,461
Planetarium,movie,"{Drama, Romance, Sci-Fi}",2017,6.4,56833
Darling I Lowe Ju,movie,"{Action, Adventure, Animation}",2016,6.7,26744
A Ilha dos Cães,movie,{Documentary},2015,7.4,1080
Dunkirk,movie,"{Adventure, Animation, Comedy}",2016,5.3,6742
"Heroin: Cape Cod, USA",movie,"{Documentary, Drama, Short}",2015,7.8,1920
The Girl with All the Gifts,movie,{Drama},1990,6.5,457
"Thirty, Single and Fantastic",movie,"{Biography, Drama, Mystery}",2018,7.2,20188
No Manches Frida,movie,"{Comedy, Drama, Romance}",2015,6.8,3500
Que Pena Tu Vida,movie,"{Action, Crime, Drama}",2015,6.2,411
From the Land of the Moon,movie,"{Adventure, Animation, Comedy}",2015,6.4,486
Suited,movie,"{Comedy, Romance}",2016,6.4,6578
Beware the Slenderman,movie,{Horror},2018,5.3,37134
Nothing Left Unsaid: Gloria Vanderbilt & Anderson Cooper,movie,"{Adventure, Comedy, Drama}",2016,7.8,145489
Bad Moms,movie,"{Comedy, Drama}",2016,7.5,10541
Vera 68,movie,"{Animation, Drama, Fantasy}",2016,8.4,337831
High Life,movie,"{Comedy, Romance}",2016,6.1,491
Bita e o Nosso Dia,movie,"{Action, Adventure, Fantasy}",2019,6,214817
Barbie: Spy Squad,movie,"{Action, Adventure, Animation}",2016,7.1,7734
The Void,movie,"{Comedy, Drama}",2016,7.3,5812
Attack on Titan: Crimson Bow and Arrow,movie,"{Drama, Fantasy, Mystery}",2016,4.6,3865
The Abominable Bride,movie,{Documentary},2010,5.8,63
Justice League vs. Teen Titans,movie,"{Adventure, Drama, Fantasy}",2017,5.5,96
Usted No Sabe Quien Soy Yo?,movie,"{Action, Drama, History}",2017,7.8,756574
Space Jam: A New Legacy,movie,{Documentary},2015,7.1,903
Homegrown: The Counter-Terror Dilemma,movie,"{Action, Adventure, Drama}",2016,6.6,65617
Mother!,movie,{Comedy},2016,5.3,978
Hidden Figures,movie,"{Comedy, Romance}",2016,5.5,2775
A Dogs Purpose,movie,"{Action, Adventure, Comedy}",2016,4.7,330
Illegitimate,movie,"{Drama, Romance}",2016,6.6,6860
Class Divide,movie,{Documentary},2016,7.3,351
Peter Rabbit,movie,"{Biography, Crime, Documentary}",2016,6.2,8507
In Your Dreams!,movie,"{Biography, Documentary}",2016,7.8,827
Team Hot Wheels: Build the Epic Race,movie,{Comedy},2016,6.2,136211
Batman: The Killing Joke,movie,{Documentary},2012,7.6,45
Lego DC Comics Super Heroes: Justice League - Cosmic Clash,movie,"{Drama, Horror, Sci-Fi}",2018,5.7,42471
Fast X,movie,"{Music, Animation}",2015,,
Todas para Uno,movie,"{Animation, Family}",2016,5.6,1415
The Children Who Beat Ebola,movie,"{Horror, Mystery, Sci-Fi}",2016,5.9,43475
Team Hot Wheels: The Skills to Thrill,movie,"{Action, Adventure, Animation}",2014,7.6,3915
"I, Tonya",movie,"{Crime, Drama, Mystery}",2016,8,36432
Tanec medzi crepinami,movie,"{Action, Adventure, Animation}",2016,6.9,24273
Insect,movie,"{Comedy, Family}",2016,5.1,301
Abortion: Stories Women Tell,movie,"{Adventure, Animation, Comedy}",2021,4.5,82279
Lego Scooby-Doo!: Haunted Hollywood,movie,{Documentary},2016,6.7,254
The Florida Project,movie,"{Drama, Horror, Mystery}",2017,6.6,255345
At the End of the Tunnel,movie,"{Biography, Drama, History}",2016,7.8,264264
Dirty Driving: Thundercars of Indiana,movie,"{Adventure, Comedy, Drama}",2017,7.2,80949
Suburbicon,movie,{Drama},2016,6.7,1652
Tiger Theory,movie,{Documentary},2015,7.3,636
El paseo 3,movie,"{Adventure, Animation, Comedy}",2018,6.6,49215
Death Wish,movie,"{Family, Romance}",2016,4.8,68
Lego DC Comics Superheroes: Justice League - Gotham City Breakout,movie,"{Action, Adventure, Animation}",2015,6.4,62
Mollys Game,movie,"{Action, Animation, Crime}",2016,6.4,62635
Annabelle: Creation,movie,"{Action, Adventure, Animation}",2016,6.3,1736
Under the Silver Lake,movie,"{Action, Adventure, Crime}",2023,5.7,127043
The Autopsy of Jane Doe,movie,"{Comedy, Romance}",2014,4.2,62
The House That Jack Built,movie,"{Documentary, News}",2015,7.5,6
Film Stars Dont Die in Liverpool,movie,{Animation},2015,6.8,50
Bright Lights: Starring Carrie Fisher and Debbie Reynolds,movie,"{Biography, Comedy, Drama}",2017,7.5,248280
Call Me by Your Name,movie,{Drama},2012,5.9,25
The Beguiled,movie,"{Comedy, Drama}",2018,6.2,544
Happy End,movie,{Documentary},2016,7.2,297
The Commuter,movie,"{Animation, Comedy, Family}",2016,5.8,1634
An Officer and a Spy,movie,{Drama},2017,7.6,132892
Logan Lucky,movie,"{Crime, Drama, Thriller}",2016,7,16016
With a Vengeance,movie,"{Documentary, Sport}",2008,6.9,170
Darkest Hour,movie,"{Comedy, Crime, Drama}",2017,5.8,47785
Godzilla vs. Kong,movie,"{Comedy, Drama}",2016,7.1,818
Churchill,movie,{Comedy},2013,2.2,198
Life of the Party,movie,"{Action, Crime, Drama}",2018,6.3,78124
Hotel Transylvania 3: Summer Vacation,movie,"{Action, Adventure, Animation}",2016,6,1848
Perpetuity,movie,"{Biography, Crime, Drama}",2017,7.4,192660
A Mãe é que Sabe,movie,"{Horror, Mystery, Thriller}",2017,6.5,155506
Tully,movie,"{Crime, Drama, Mystery}",2018,6.5,53948
Phantom Thread,movie,"{Horror, Mystery, Thriller}",2016,6.8,147715
The Unknown Soldier,movie,"{Crime, Drama, Horror}",2018,6.8,96122
The Command,movie,"{Biography, Drama, Romance}",2017,6.7,10840
Everybody Knows,movie,{Documentary},2016,7.9,3612
The Dinner,movie,"{Drama, Romance}",2017,7.8,328059
Mom and Dad,movie,"{Drama, History, Thriller}",2017,6.3,63914
Boonie Bears: The Big Top Secret,movie,{Drama},2017,6.6,17297
Fahrenheit 451,movie,"{Action, Mystery, Thriller}",2018,6.3,127646
The Death of Stalin,movie,"{Drama, History, Thriller}",2019,7.2,21629
Oceans Eight,movie,"{Action, Comedy, Crime}",2017,7,167360
That Trip We Took with Dad,movie,"{Drama, Mystery, Thriller}",1992,6.1,320
DC Super Hero Girls: Super Hero High,movie,"{Drama, War}",2017,7.4,225658
Tom and Jerry: Back to Oz,movie,"{Action, Sci-Fi, Thriller}",2021,6.3,251142
The Noonday Witch,movie,"{Biography, Drama, History}",2017,6,15962
Moonfall,movie,{Comedy},2018,5.6,40431
Hotel Artemis,movie,"{Adventure, Animation, Comedy}",2018,6.3,89227
Breathe,movie,"{Drama, Romance, Sci-Fi}",2021,5.4,247
The Extraordinary Journey of the Fakir,movie,"{Comedy, Drama, Sci-Fi}",2016,6.9,552
Open Your Eyes,movie,"{Comedy, Drama, Mystery}",2018,6.9,63914
Meet the Donors: Does Money Talk?,movie,"{Drama, Romance}",2017,7.4,148561
A Cinderella Story: If the Shoe Fits,movie,"{Drama, War}",2017,7.7,13333
Lean on Pete,movie,"{Action, Adventure, Drama}",2018,6.6,22183
Justice League Dark,movie,"{Crime, Drama, Mystery}",2018,6.9,38763
The Distinguished Citizen,movie,"{Crime, Drama, Thriller}",2017,4.5,9870
Teen Titans: The Judas Contract,movie,"{Comedy, Horror, Thriller}",2017,5.6,28361
Batman and Harley Quinn,movie,{Animation},2016,4.9,241
Scooby-Doo! and WWE: Curse of the Speed Demon,movie,"{Drama, Sci-Fi, Thriller}",2018,5,23447
Line Walker,movie,"{Comedy, Drama, History}",2017,7.3,116700
Batman: Return of the Caped Crusaders,movie,"{Action, Comedy, Crime}",2018,6.3,247590
The Divine Comedy,movie,"{Comedy, Drama}",2016,7.1,664
Batman Unlimited: Mechs vs. Mutants,movie,"{Action, Adventure, Animation}",2016,5.8,290
The Perfect Mother,movie,"{Adventure, Animation, Comedy}",2016,5.7,719
The Animals Wife,movie,"{Drama, Horror}",2016,5.2,731
The Fixer,movie,"{Action, Adventure, Sci-Fi}",2022,5.1,103344
The Last of His Tribe,movie,"{Action, Crime, Drama}",2018,6.1,59727
Oasis: Supersonic,movie,"{Biography, Drama, Romance}",2017,7.1,25265
"Roman J. Israel, Esq.",movie,"{Adventure, Comedy, Drama}",2018,6.8,8731
Son of Bigfoot,movie,"{Documentary, Short}",2016,7.7,126
Mudbound,movie,{Documentary},2016,6.3,171
Barbie: Star Light Adventure,movie,"{Family, Fantasy, Musical}",2016,5.6,3944
Daddy Is My Idol,movie,"{Adventure, Drama, Sport}",2017,7.1,14221
Barbie & Her Sisters in a Puppy Chase,movie,"{Action, Adventure, Animation}",2017,7,29767
Loro 1,movie,"{Comedy, Drama}",2016,7.5,13669
It Comes at Night,movie,"{Action, Adventure, Animation}",2017,7,17725
Marathon: The Patriots Day Bombing,movie,"{Action, Adventure, Animation}",2017,5.9,15561
Alguém Como Eu,movie,"{Adventure, Animation, Comedy}",2016,6,2038
Brillo Box (3 ¢ off),movie,"{Action, Crime, Mystery}",2016,6,1653
Get Out,movie,"{Action, Adventure, Animation}",2016,6.7,6587
Midnight Sun,movie,"{Comedy, Fantasy}",2017,4.8,117
Mundo Bita - Bita e o Corpo Humano,movie,"{Action, Animation, Sci-Fi}",2016,5.8,1989
I Am Bolt,movie,{Drama},1997,6.2,364
Blood Money,movie,{Drama},2016,7.1,486
Baby Looney Tunes: Eggs-traordinary Adventure,movie,"{Drama, Thriller}",2016,6.6,542
Zeus,movie,"{Drama, Romance}",1992,6.8,657
The Conjuring: The Devil Made Me Do It,movie,"{Biography, Documentary, Music}",2016,7.8,12938
